20919,430345,4582418
20926,430326,4582416
20931,430349,4582552
20938,430330,4582551
20943,430509,4581704
20948,430644,4581752
20953,430912,4581751
20958,432130,4581727
20972,431998,4581972
20977,431769,4582114
20981,431194,4582368
20988,431205,4582412
20998,431140,4582421
21009,431165,4582380
21015,431046,4582463
21022,431047,4582440
21027,430917,4582554
21036,430913,4582526
21042,429976,4582971
21047,429571,4583228
21051,429573,4583173
21056,429261,4583383
21065,429257,4583356
21071,429256,4583332
21076,429437,4583240
21081,429437,4583261
21087,429438,4583289
21092,429711,4583157
21099,429707,4583128
21105,429709,4583102
21109,429978,4582998
21115,430077,4582973
21118,430060,4582983
21122,430054,4582959
21127,430047,4582939
21130,430598,4582686
21135,430650,4582637
21139,430647,4582661
21145,430647,4582689
21153,432406,4581764
21156,430778,4582574
21161,431202,4582551
21166,431318,4582353
21171,431452,4582275
21182,431584,4582221
21199,432401,4581747
21522,429599,4583212
21560,429037,4581389
21563,429168,4581389
23030,432471,4581768
23043,432401,4581708
23046,432441,4581646
23050,432616,4581652
23053,432632,4581676
23056,432643,4581719
23060,432611,4581792
23063,432586,4581814
23350,431050,4582818
23357,431203,4582818
23392,431161,4582819
23399,431163,4582684
23448,431453,4582683
23505,431718,4582951
23542,431204,4582685
23549,431319,4582685
23556,431385,4582687
23559,431585,4582687
23569,430910,4582819
23577,430774,4582820
23584,430629,4582819
23593,430571,4582821
23598,430517,4582815
23605,430477,4582820
23611,430293,4582866
23614,430166,4582928
23621,430163,4582904
23630,430139,4582891
25032,431719,4582818
25181,430345,4582853
26228,430161,4582881
26410,431719,4582686
39771,429706,4581673
39774,429885,4581649
39776,430162,4581450
39779,429119,4581181
39781,429080,4581044
39783,429104,4580908
40633,428090,4582418
40636,428093,4582023
40948,429032,4583141
40951,428977,4583222
40954,428497,4582871
41113,429706,4583082
41116,429574,4583199
41125,429435,4583221
41128,429507,4583256
41131,429475,4583222
41133,429304,4583302
41136,429134,4583485
41138,429174,4583489
41321,431847,4581535
41613,430511,4581576
41618,430778,4581579
41623,430779,4581444
41628,430913,4581444
41633,431046,4581442
41638,431047,4581310
41643,431314,4581441
41648,431313,4581309
41653,431449,4581443
41658,431447,4581310
41663,431431,4581174
41666,431582,4581444
41671,431992,4581443
41674,431994,4581574
41681,432192,4581873
41683,432120,4581867
41686,432258,4582011
41691,431449,4581045
41701,431578,4581044
41709,431718,4581046
41714,432524,4582951
41729,432524,4582539
41744,432523,4582412
41754,432523,4582278
41764,432388,4582011
41769,432522,4582008
41873,429111,4580671
41875,429102,4580657
41877,427937,4581714
41879,427995,4581812
41881,427987,4581807
41883,428094,4581800
41886,429099,4580773
41888,427962,4581726
41890,428092,4581727
41892,428010,4581698
41895,428032,4581680
41923,428377,4582821
41927,428231,4582737
41937,428101,4582529
41945,428130,4582598
41947,428166,4582547
41950,428083,4582618
41961,428539,4581214
41964,428637,4581117
41967,428700,4581054
41970,428775,4580987
41977,428809,4580948
41979,428920,4580833
41982,429041,4580711
41985,429082,4580661
42167,431231,4581167
42175,431139,4581170
42182,431316,4581149
42325,429158,4580629
42341,429173,4580730
42344,429165,4580778
42349,429163,4580906
42352,429173,4581007
42355,429163,4581050
42360,429175,4581193
42393,429307,4581311
42414,429345,4581333
42450,430307,4581354
42458,430377,4581355
42461,430430,4581365
42464,430511,4581385
42875,430096,4581333
42879,430138,4581327
42886,429705,4581629
42890,429744,4581646
42893,429747,4581661
42896,429836,4581660
42903,429885,4581590
42906,429985,4581484
43706,429641,4581571
43712,429572,4581524
43717,429488,4581444
43728,429440,4581416
43758,430582,4581384
43761,430605,4581363
43764,430722,4581244
43767,430782,4581248
43772,430831,4581243
43774,430910,4581244
43781,431006,4581210
43784,431067,4581189
43795,431315,4581046
44067,430169,4581332
44093,431177,4581215
44106,430334,4581350
44109,430312,4581380
44114,430093,4581310
44117,430145,4581359
44123,429165,4580599
44125,429200,4581212
44128,429436,4581447
44279,429420,4581393
44326,431314,4581173
44335,429394,4581375
44355,431316,4581224
44358,431192,4581171
44387,429035,4583226
44392,429167,4583219
44399,429304,4583220
44406,429391,4582153
44409,428899,4583080
44416,429068,4583084
44423,429026,4583079
44426,429167,4583085
44433,429305,4583086
44440,429440,4583084
44447,428900,4582949
44454,429038,4582952
44457,429574,4583085
44464,429164,4582955
44473,429305,4582950
44480,429439,4582949
44487,429575,4582952
44494,429708,4582953
44501,429838,4582948
44506,428897,4582820
44510,429174,4582818
44515,429304,4582817
44522,429440,4582817
44529,429574,4582818
44536,429707,4582818
44543,429839,4582818
44548,429978,4582819
44555,430147,4582818
44563,428499,4582682
44570,428631,4582680
44577,428768,4582681
44582,428900,4582680
44589,429037,4582678
44592,429170,4582681
44599,429303,4582679
44604,429463,4582678
44609,429572,4582683
44616,429709,4582683
44623,429839,4582681
44628,429975,4582682
44635,430153,4582683
44647,430358,4582685
44658,430509,4582681
44665,430777,4582684
44672,430912,4582683
44679,431048,4582683
44686,431871,4582684
44693,432001,4582684
44710,431874,4582950
44717,431873,4582819
44724,432002,4582948
44731,432003,4582820
44738,428230,4582548
44743,428366,4582543
44746,428499,4582549
44753,428633,4582548
44758,428768,4582549
44765,428901,4582547
44772,429033,4582547
44779,429169,4582547
44786,429304,4582547
44793,429442,4582547
44800,429572,4582548
44807,429708,4582547
44814,429840,4582547
44821,429976,4582548
44828,430156,4582550
44838,430512,4582550
44845,430647,4582550
44852,430778,4582599
44858,430776,4582553
44862,431048,4582549
44869,431162,4582551
44877,431316,4582552
44884,431450,4582551
44891,431585,4582549
44898,431718,4582548
44905,431872,4582551
44916,432000,4582548
44923,428770,4582414
44930,428902,4582414
44937,429035,4582414
44944,429438,4582413
44951,429574,4582415
44958,429708,4582414
44965,429840,4582414
44972,429975,4582416
44979,429172,4582412
44986,429305,4582413
44993,430158,4582415
45003,430512,4582415
45010,430646,4582416
45017,430779,4582414
45024,430914,4582415
45031,428231,4582475
45041,428364,4582439
45053,428499,4582404
45066,428636,4582412
45073,428633,4582369
45084,428767,4582330
45095,428897,4582295
45109,429033,4582255
45117,429173,4582283
45124,428233,4582275
45131,428366,4582275
45138,428499,4582276
45145,428634,4582277
45152,428766,4582275
45159,429305,4582281
45166,429439,4582281
45173,429574,4582281
45180,429709,4582281
45187,429840,4582279
45194,429976,4582281
45201,430163,4582282
45213,430513,4582278
45220,430646,4582280
45227,430781,4582282
45234,430914,4582281
45241,431049,4582282
45248,431180,4582281
45257,431046,4582412
45264,431318,4582416
45271,431451,4582417
45278,431584,4582414
45285,431718,4582415
45292,431871,4582414
45299,432000,4582413
45306,431316,4582327
45312,431314,4582277
45319,431409,4582280
45324,431584,4582280
45331,429172,4582221
45338,429305,4582184
45345,429304,4582147
45352,429437,4582146
45361,428235,4582148
45364,428366,4582145
45370,428499,4582145
45377,428634,4582142
45384,428767,4582145
45391,428902,4582147
45398,429035,4582146
45405,429172,4582145
45412,429572,4582147
45419,429707,4582147
45426,429838,4582214
45429,429896,4582146
45434,429782,4582146
45440,429841,4582084
45443,429975,4582147
45450,430162,4582147
45460,430512,4582146
45467,430647,4582144
45474,430780,4582144
45481,430914,4582146
45488,431047,4582146
45495,431182,4582150
45504,431317,4582145
45511,431451,4582145
45518,431580,4582193
45524,431583,4582144
45531,428369,4582010
45534,428499,4582011
45541,428634,4582011
45548,428768,4582011
45555,428901,4582011
45562,429036,4582011
45569,429169,4582010
45576,429305,4582011
45583,429439,4582012
45589,429574,4582014
45596,429708,4582014
45603,429839,4582014
45608,429976,4582015
45615,430166,4582013
45625,430336,4582012
45639,430509,4582012
45646,430646,4582011
45653,430779,4582012
45660,430912,4582012
45667,431048,4582012
45674,431180,4582011
45683,431315,4582011
45690,431450,4582010
45697,431585,4582011
45704,428233,4581875
45707,428364,4581878
45714,428498,4581877
45721,428633,4581878
45728,428769,4581879
45735,428899,4581878
45742,429036,4581877
45749,429169,4581878
45756,429304,4581879
45763,429437,4581879
45770,429573,4581877
45777,429708,4581877
45784,429839,4581881
45787,429975,4581880
45794,430166,4581879
45804,430320,4581880
45817,430510,4581882
45824,430644,4581883
45831,430779,4581884
45839,430912,4581882
45846,431049,4581878
45853,431318,4581879
45860,431450,4581877
45867,431585,4581877
45874,428233,4581730
45884,428364,4581728
45891,428499,4581729
45899,428633,4581729
45906,428768,4581729
45913,428901,4581729
45920,429037,4581730
45926,429170,4581729
45934,429305,4581730
45940,429436,4581729
45947,429573,4581729
45954,431183,4581880
45963,430645,4581727
45970,430778,4581716
45979,430913,4581727
45986,431048,4581725
45996,431317,4581726
46008,431453,4581716
46018,431584,4581737
46031,428365,4581583
46038,428499,4581581
46045,428633,4581581
46052,428768,4581581
46059,428900,4581580
46066,429034,4581580
46073,429170,4581580
46080,429305,4581581
46087,429437,4581581
46094,429304,4581447
46101,429172,4581446
46108,429034,4581446
46115,428901,4581445
46122,428767,4581445
46129,428633,4581445
46136,428499,4581447
46143,428633,4581310
46150,428769,4581314
46156,428900,4581311
46163,429033,4581311
46170,429035,4581179
46177,428900,4581179
46184,428767,4581179
46191,431215,4581704
46198,429171,4581311
46205,430512,4581728
46211,428902,4581045
46218,432388,4582279
46225,432390,4582414
46232,432391,4582545
46239,432390,4582684
46246,432391,4582820
46253,432390,4582952
46260,432130,4582950
46267,432262,4582820
46274,432262,4582684
46281,432132,4582685
46288,432130,4582547
46295,432261,4582547
46302,432127,4582414
46309,432259,4582414
46316,432127,4582279
46323,432259,4582277
46330,431719,4582279
46337,431869,4582278
46344,432000,4582278
46351,431719,4582009
46358,431720,4581875
46365,431999,4581876
46370,431720,4581715
46377,431998,4581718
46390,432128,4582011
46395,430914,4581579
46402,431043,4581579
46409,431314,4581579
46414,431449,4581580
46419,431582,4581581
46424,431718,4581581
46431,431182,4581580
46441,430327,4581574
46446,429975,4581622
46453,429978,4581726
46460,428762,4583078
46463,428767,4582948
46470,428632,4582948
46477,428631,4582814
46484,428768,4582816
46491,428498,4582815
46498,429706,4581728
46505,432389,4582149
46512,432259,4582147
46518,432127,4582146
46525,432001,4582148
46532,431868,4582146
46539,431862,4582060
46552,431851,4582009
46563,431849,4581875
46572,431850,4581735
46592,431850,4581582
46601,431719,4581451
46607,432003,4582048
46611,431946,4582016
46624,432131,4582819
46641,432262,4582950
46654,430175,4581557
46660,429835,4581724
46663,429571,4581583
46668,428230,4582678
46673,429974,4582947
46678,428365,4581753
46685,428498,4581705
46692,428633,4581752
46699,428769,4581704
46705,428900,4581751
46712,429036,4581751
46719,429172,4581705
46725,429304,4581752
46732,429439,4581705
46738,429573,4581752
46745,429828,4581705
46751,429976,4581750
46758,430510,4581752
46765,430778,4581752
46772,430914,4581703
46778,431047,4581751
46785,431213,4581756
46794,431451,4581750
46801,431584,4581703
46808,431719,4581750
46813,431999,4581750
46820,431578,4582171
46825,431315,4582302
46832,431047,4582486
46839,430913,4582505
46846,430778,4582621
46853,430562,4582683
46857,430510,4582733
46863,430333,4582685
46870,430368,4582551
46877,430364,4582417
46884,430321,4582282
46891,430312,4582014
46898,430345,4581880
46905,429037,4582282
46911,431451,4582232
46918,431363,4582278
46925,428097,4582280
46931,428099,4582154
46937,428097,4581885
46944,428550,4582407
46947,431716,4582149
46961,431658,4582144
46966,431721,4582110
48883,428048,4582600
49104,428895,4583212
49107,429029,4583299
49110,428952,4583253
49118,428873,4583198
49120,429015,4583292
49122,428975,4583313
49124,428811,4583206
49149,428746,4583182
49151,428758,4583168
49158,428664,4583103
49167,428751,4583117
49169,428777,4583136
49174,428625,4583023
49178,428375,4582949
49180,428494,4582950
49281,428701,4583082
52319,428931,4583286
54763,430315,4581512
54773,428356,4581436
54782,432197,4581907
54784,430645,4581579
54789,431046,4581260
54792,431848,4581442
54799,431179,4581308
54806,430912,4581299
54811,430778,4581346
54815,430645,4581447
54820,430622,4581397
54826,430511,4581440
54837,429096,4580685
54839,429015,4580766
54849,428884,4580895
54858,428748,4581038
54865,428613,4581166
54874,428456,4581308
54885,428218,4581576
54969,428164,4581745
54972,428208,4581745
54975,427958,4581712
54977,427967,4581710
54979,427984,4581705
54981,428086,4581692
54986,428096,4581726
54989,428068,4581780
54994,428001,4581748
55027,427995,4581699
55299,429035,4580906
55304,429032,4581044
69623,428339,4581708
73547,427855,4581714
