512,109.223913,3,21109,19069,4
513,129.668254,3,19067,21109,4
514,133.572478,2,19065,21042,4
516,47.649608,2,11,19201,3
593,96.553539,3,18703,84,4
594,43.877974,3,15,18734,4
595,22.672782,1,18721,18719,4
596,18.506417,3,18721,18724,4
597,35.300203,3,18724,18726,4
598,21.037306,3,18726,18728,4
599,23.738966,2,18730,18732,4
600,33.958927,1,18732,18707,4
601,26.859787,1,18740,23030,4
602,19.596798,2,18745,18752,4
691,77.024545,1,19191,85,3
694,102.524353,2,19191,86,3
737,15.928455,3,19329,19324,4
738,73.631151,1,19321,19336,4
739,26.519531,2,19336,19341,4
740,12.320312,2,19341,19346,4
741,190.492467,2,19346,19378,2
742,112.744266,2,19349,19346,2
743,264.578317,2,19385,19349,2
744,109.977212,2,41674,19349,2
745,121.183085,1,46601,41321,2
746,116.814769,2,41321,41674,2
747,103.772864,2,20648,46592,2
749,22.310059,2,46592,41321,2
750,71.598962,2,41321,54792,2
751,102.831694,2,54792,19364,2
752,199.500811,2,19364,19418,2
753,10.620839,4,19411,19420,2
754,10.536194,4,19424,19427,2
755,163.274449,2,19373,19378,2
756,156.952075,2,19378,19385,2
757,127.965735,2,19385,19399,2
758,137.09127,2,19399,19416,2
759,145.306658,2,19411,19399,2
760,140.320832,2,19399,19385,2
761,152.68908,2,19385,19378,2
762,37.752076,2,19371,19373,2
763,9.634682,4,19427,19642,2
764,15.775749,4,19642,19411,2
765,18.341327,2,19416,19420,2
766,9.930209,4,19420,19424,2
767,18.210128,2,19418,19424,2
768,98.528671,4,19,19642,2
769,99.019278,4,19427,88,2
803,73.025389,3,19427,41709,2
980,15.475547,3,20599,20594,1
981,23.799363,2,20640,20620,4
982,23.91438,3,46611,20642,4
983,13.212406,4,20648,46572,4
989,42.801613,1,54763,46441,2
990,25.738087,2,46552,46539,4
991,9.350743,2,45884,19090,1
992,11.850832,4,45891,19097,1
993,12.363324,2,45899,19104,1
994,10.238232,2,45906,19111,1
995,13.004003,3,45913,19118,1
996,11.612558,3,45920,19125,1
997,11.45605,4,45926,19132,4
998,11.694383,3,45934,19596,1
999,10.849455,3,45940,19603,4
1000,11.970676,4,45947,20527,1
1001,10.358922,4,46498,20813,4
1002,9.550101,4,20820,46498,4
1003,10.436571,6,46453,20829,4
1004,19.379222,6,20848,20856,4
1005,17.247477,2,20848,20836,4
1006,13.286908,3,20836,20848,4
1008,10.110832,3,20856,20836,4
1009,14.460761,2,20862,20842,4
1010,11.709945,2,20842,20862,4
1011,20.044629,6,20869,20876,4
1012,51.476055,2,20887,20901,4
1013,31.779325,2,20889,20891,4
1014,6.465698,4,20919,20926,4
1015,6.050781,3,20931,20938,4
1016,9.445227,4,46205,20943,4
1017,11.413877,4,45963,20948,4
1018,9.599422,2,45979,20953,4
1019,26.202516,3,20642,20972,4
1020,27.425191,2,20977,46966,4
1021,18.119761,5,21009,20981,4
1022,40.693287,3,20998,21009,4
1023,55.604567,2,20998,21009,4
1024,21.839888,4,20981,20988,4
1025,31.417617,5,20988,20998,4
1026,33.69291,2,20988,20998,4
1027,19.481322,3,20998,21009,4
1028,9.052457,3,21015,21022,4
1029,8.345291,2,21036,21027,4
1030,11.542639,5,21109,21042,4
1031,9.035695,5,21047,41116,1
1032,6.40334,4,41116,21051,1
1033,8.134671,3,21056,21065,1
1034,8.409961,2,21065,21071,1
1035,7.804346,3,21081,21087,1
1036,8.716402,3,21076,21081,1
1037,13.557951,4,21105,21099,1
1038,12.485136,4,21099,21092,1
1039,6.326031,1,19069,19072,4
1040,11.621502,5,19076,21109,4
1041,7.72453,4,21118,21122,4
1042,6.056829,2,21122,21127,4
1043,6.212466,2,21115,21118,4
1044,11.328516,4,19080,46857,4
1045,8.685681,3,46857,19085,4
1046,46.196066,3,21130,21139,4
1047,30.081463,3,21139,21130,4
1048,13.122768,2,46853,21130,4
1049,12.544523,2,21130,21145,4
1050,6.243808,3,21135,21139,4
1051,6.604734,4,21139,21145,4
1052,8.589034,3,44852,21156,4
1053,16.05145,1,21161,44869,3
1054,10.030199,3,45306,21166,4
1055,36.977398,3,45319,21171,4
1056,19.377401,3,21171,45319,4
1057,10.497169,4,45319,21171,4
1058,10.503584,3,45518,21182,4
1136,17.831562,1,63,44279,1
1167,46.812706,1,42352,145,1
1208,23.761745,1,26,43717,1
1217,36.301992,1,42414,94,1
1236,92.78572,1,27,21522,1
1237,15.277931,2,21522,21047,1
1238,44.759606,4,21092,95,1
1258,113.519531,1,21560,21563,1
1259,56.944795,2,21560,46163,1
1260,62.644037,3,46198,21563,1
1297,43.4154,1,41970,96,1
1298,13.750007,1,41977,97,1
1323,158.50993,1,44905,44693,3
1324,158.852435,1,44693,44905,3
1325,158.852735,1,46624,44693,3
1326,158.510469,1,44693,46624,3
1327,158.852859,1,46641,46624,3
1328,158.510442,1,46624,46641,3
1329,150.52776,1,28,46641,3
1330,150.26639,1,46641,28,3
1353,51.338811,1,29,43706,1
1373,97.172988,1,1,42906,2
1499,131.904076,1,42458,134,2
1500,154.648569,1,42461,89,2
1513,107.951943,1,24,42450,2
1557,110.985892,1,42341,98,1
1706,32.258575,1,43781,100,2
1707,108.518126,1,33,43774,2
1751,25.13027,2,23050,18745,4
1764,68.910566,3,39,23063,4
1766,63.739653,3,23060,114,4
1787,59.331975,3,23046,19373,2
1788,61.152046,3,19373,23046,2
1813,15.482164,3,19334,21153,4
1814,22.426438,3,18752,23053,4
1815,30.87763,2,20520,19315,4
1970,14.247669,3,18728,18703,4
1971,26.627741,4,18712,23060,4
1972,13.939595,4,23050,23053,4
1973,28.709211,4,21199,23043,4
1974,10.691382,4,21153,21199,4
1975,17.641773,4,20520,21153,4
1976,137.980469,2,19341,23043,4
1977,138.479492,2,21199,19336,4
1978,14.86599,4,23060,23063,4
1987,35.748047,4,23584,23593,3
1989,112.148438,4,23577,23584,3
1990,33.757813,4,23593,23598,3
1992,18.447266,4,23598,23605,3
1993,77.135368,4,23605,20612,3
2012,36.761777,2,20633,23611,4
2013,124.782035,2,23611,23614,4
2014,89.208112,2,23614,21115,4
2021,101.055957,3,23621,21122,4
2023,103.523757,3,21122,23621,4
2024,155.907965,2,26228,20640,4
2034,89.734493,2,21127,23630,4
2035,35.805211,1,23569,103,3
2038,94.666915,1,32,23598,3
2041,21.008789,4,23399,23542,3
2042,94.709961,3,23542,23549,3
2043,50.549805,3,23549,23556,3
2044,104.479492,3,23448,23559,3
2078,45.599541,2,34,23350,3
2106,110.735352,1,23556,104,3
2135,47.80957,3,23556,23448,3
2136,101.25,3,23559,26410,3
2137,109.219727,2,25032,105,3
2144,34.989258,2,35,23357,3
2145,21.628906,2,23357,23392,3
2146,82.80957,4,23392,23350,3
2148,109.369141,4,23569,23577,3
2171,27.882997,1,36,23577,3
2176,91.265422,1,23593,106,3
2177,99.164554,1,23605,107,3
2196,141.715088,1,23611,108,4
2211,89.066376,1,23614,109,4
2326,91.819251,1,38,23584,3
2487,8.017135,2,20633,25181,4
2513,110.583008,2,23392,23399,3
2515,108.102409,3,23542,23357,3
2525,105.485352,2,23549,115,3
2532,44.081055,2,42,23448,3
2534,40.668945,2,23559,117,3
2560,52.673147,2,21115,119,4
2561,47.0459,4,44,21118,4
2645,100.314519,2,72,23505,3
2646,104.84082,2,23505,25032,3
2647,105.865993,2,25032,26410,3
2696,37.846207,4,23598,19080,3
2716,92.771046,4,44679,23399,3
2747,153.369159,2,25181,125,4
2748,8.227309,3,26228,23621,4
2749,8.926977,3,23621,23614,4
3121,10.801329,2,23630,26228,4
3122,135.600171,3,20620,46857,4
3123,128.755825,3,46857,20612,4
3124,121.231559,2,19080,20612,4
3125,18.128668,5,20620,20612,4
3126,23.689904,3,20620,20633,4
3127,16.9641,3,20612,20633,4
3128,17.453701,3,20612,20633,4
3136,55.872317,2,21042,21127,4
3141,69.599471,2,21118,19076,4
3144,61.916024,3,21122,21109,4
3171,73.988532,3,26410,19139,3
3191,14.951172,4,23584,23584,3
3205,35.531604,3,20633,20620,4
6939,104.417968,2,64,19385,2
6940,110.571374,2,19378,144,2
6945,95.164549,1,19399,66,2
6974,92.374021,5,65,19411,2
7193,91.089355,1,66,19399,2
7250,75.648522,2,19642,67,2
7269,75.307057,2,67,19642,2
7270,98.440809,2,19399,146,2
7286,117.445572,2,68,19385,2
7287,98.144656,2,19378,147,2
7312,91.422284,2,69,19371,2
7313,169.428571,2,20513,148,4
7336,160.493726,2,70,18745,4
7596,126.138288,3,18745,149,4
7629,118.523959,3,71,18752,4
7807,84.533713,3,39776,46654,2
7808,114.379883,3,41888,41890,1
8144,71.272341,6,41937,40633,1
8145,106.491211,6,40636,46937,1
8197,37.659672,2,40951,44387,1
8198,86.441141,5,40948,40951,1
8201,12.998754,4,41113,21105,1
8202,8.600561,4,41125,21076,1
8241,104.174804,4,54815,54826,2
8242,101.379883,3,41623,54815,2
8243,100.55957,3,41628,41623,2
8244,99.449219,2,41633,41628,2
8245,97.490234,2,20349,41633,2
8246,97.230469,2,41643,20349,2
8247,102.770508,2,41653,41643,2
8248,101.660156,2,41666,41653,2
8249,105.28125,2,46601,41666,2
8250,106.262858,2,54806,41638,2
8251,100,2,41638,54799,2
8252,96.110352,2,54799,41648,2
8253,97.219727,2,41648,41658,2
8254,109.015627,2,41658,19396,2
8255,111.669765,2,19354,19396,2
8256,91.269531,2,19364,19354,2
8257,109.541016,2,19359,19364,2
8258,82.889648,2,19385,19359,2
8259,105.270508,2,41618,41623,2
8260,73.329041,2,41623,54811,2
8261,116.669922,2,54806,41628,2
8262,107.779785,2,41633,41638,2
8263,36.245076,2,41638,54789,2
8264,108.339844,2,41643,46409,2
8265,104.866222,2,41648,41643,2
8266,107.22998,2,46414,41653,2
8267,111.110352,2,41653,41658,2
8268,110.279785,2,41666,46419,2
8269,95,2,41691,74,2
8270,115,2,19396,41666,2
8271,112.229851,2,41671,54792,2
8272,199.833139,3,19420,19364,2
8273,110.519531,2,41674,41671,2
8274,110.836914,2,41671,19359,2
8275,81.118374,2,19359,19399,2
8276,59.371094,2,19349,20958,2
8277,233.889648,2,19354,41709,2
8278,93.060547,2,41683,46365,4
8279,96.109863,3,20958,41683,4
8280,99.450195,3,41686,41764,3
8281,14.17599,3,41683,19329,4
8282,56.394472,2,19329,41681,4
8283,111.69525,2,41686,19318,3
8284,173.335364,2,19315,41764,3
8285,104.439453,3,41701,41691,2
8286,104.906738,3,41709,41701,2
8292,100.549805,2,2,41701,2
8293,73.116325,2,41709,75,2
8294,105.408203,2,3,41714,3
8295,100.830078,2,41714,19201,3
8296,104.859375,2,19201,19191,3
8297,115.641602,2,19191,41729,3
8298,96.669922,2,41729,41744,3
8299,103.32959,2,41744,41754,3
8300,106.120924,2,41754,19255,3
8301,107.134817,2,19255,41769,3
8302,158.0625,2,41769,19312,3
8313,107.770508,4,41714,76,3
8316,111.229397,1,4,41729,3
8319,108.0502,4,5,41744,3
8322,112.101983,4,41754,77,3
8325,106.110352,3,41764,41769,3
8326,103.895523,3,41769,78,3
8338,18.683581,6,41892,41895,1
8342,174.54141,2,46668,41923,1
8343,152.917556,2,20752,41927,1
8344,15.519192,2,41923,20752,1
8345,100.632591,2,41945,46668,1
8346,160.902934,2,41927,41950,1
8348,201.831532,5,6,41950,1
8349,28.329749,2,41947,41937,1
8350,31.753175,5,41950,41937,1
